CCL__ID	CCL__form	CCL__meaning_en
C668	ⲉⲙⲓⲙ, ⲁⲗⲓⲗ	shrew mouse
C7106	ϫⲃⲓⲛ	blemish, fault
C6414	ϩⲟⲓ	trouble, zeal
C2745	ⲟⲉⲓⲗⲉ	ram
C7400	ϫⲟⲉⲓⲧ	olive tree, olive
C7403	ϫⲟⲉⲓⲧ	olive tree, olive
C1179	ⲕⲗⲙⲉ	pad, poultice
C1173	ⲕⲗⲟⲙ	crown, wreath
C3694	ⲥⲱⲣ	scatter, spread
C3695	ⲥⲱⲣ	distribution
C2054	ⲉⲙⲥⲱⲃⲉ, ⲙⲥⲱⲡⲉ	large needle
C5226	ⲟⲩⲁⲧϥⲉ	pierced place, hole
C5225	ⲟⲩⲱⲧϥ, ⲟⲩⲱⲧⲃ	traverse, pierce
C7637	ϭⲗⲏ	strengthen, support
C7761	ϭⲛⲟ	be hard
C3488	ⲥⲉⲗⲥⲓⲗ, ⲥⲗⲥⲓⲗ	comfort
C3482	ⲥⲟⲗⲥⲗ	be comforted, encouraged
C3483	ⲥⲟⲗⲥⲗ	consolation, amusement
C5780	ϣⲱⲕ, ϣⲓⲕⲉ	dig, be deep
C5782	ϣⲓⲕⲉ	dig
C5783	ϣⲓⲕⲉ	what is dug, depth
C5781	ϣⲱⲕ	depth
C1518	ⲕⲁϩⲕϩ	hew out, smooth
C4211	ⲧⲱⲕ	kindle, stoke, heat
C4213	ⲧⲱⲕ	baking
